1,1,4,1,FALSE,24,244,1,14,0.5,0.5,10,0,0.3,25.3,1/01/2018 1:05,1/01/2018 1:18,13
1,3,1.8,1,FALSE,262,229,1,9,0.5,0.5,2.05,0,0.3,12.35,1/01/2018 1:37,1/01/2018 1:46,9
1,1,1.8,1,FALSE,50,239,2,7.5,0.5,0.5,0,0,0.3,8.8,1/01/2018 1:46,1/01/2018 1:53,6
1,2,0.9,1,FALSE,237,141,2,5,0.5,0.5,0,0,0.3,6.3,1/01/2018 1:00,1/01/2018 1:04,4
2,4,0.44,1,FALSE,231,87,1,3.5,0.5,0.5,0.96,0,0.3,5.76,1/01/2018 1:08,1/01/2018 1:09,1
1,2,1.9,1,FALSE,62,181,1,8,0.5,0.5,1.85,0,0.3,11.15,1/01/2018 1:24,1/01/2018 1:32,7
2,1,4.53,1,FALSE,161,166,1,17,0.5,0.5,2,0,0.3,20.3,1/01/2018 1:51,1/01/2018 2:11,20
1,1,1.2,1,FALSE,24,239,3,7,0.5,0.5,0,0,0.3,8.3,1/01/2018 1:11,1/01/2018 1:19,7
1,1,5.6,1,FALSE,244,239,1,19,0.5,0.5,4.05,0,0.3,24.35,1/01/2018 1:36,1/01/2018 1:54,17
2,2,0.74,1,FALSE,142,48,2,5.5,0.5,0.5,0,0,0.3,6.8,1/01/2018 1:41,1/01/2018 1:47,5
1,1,5.3,1,FALSE,61,125,1,20,0.5,0.5,4.25,0,0.3,25.55,1/01/2018 1:14,1/01/2018 1:37,23
2,1,0.7,1,FALSE,125,158,2,4.5,0.5,0.5,0,0,0.3,5.8,1/01/2018 1:05,1/01/2018 1:09,3
1,2,1.5,1,FALSE,186,229,1,8,0.5,0.5,1.86,0,0.3,11.16,1/01/2018 1:27,1/01/2018 1:36,9
2,1,5.88,1,FALSE,17,193,1,20.5,0.5,0.5,4.36,0,0.3,26.16,1/01/2018 1:49,1/01/2018 2:09,20
1,1,1.1,1,FALSE,223,223,2,5.5,0.5,0.5,0,0,0.3,6.8,1/01/2018 1:28,1/01/2018 1:32,4
2,1,2.69,1,FALSE,229,4,2,13,0.5,0.5,0,0,0.3,14.3,1/01/2018 1:34,1/01/2018 1:52,18
2,1,0.57,1,FALSE,246,68,1,5,0.5,0.5,1.89,0,0.3,8.19,1/01/2018 1:17,1/01/2018 1:22,4
2,1,1.52,1,FALSE,224,68,2,8.5,0.5,0.5,0,0,0.3,9.8,1/01/2018 1:39,1/01/2018 1:48,8
2,6,2.6,1,FALSE,163,238,1,10,0.5,0.5,2.26,0,0.3,13.56,1/01/2018 1:21,1/01/2018 1:31,9
2,6,4.1,1,FALSE,264,264,2,17.5,0.5,0.5,0,0,0.3,18.8,1/01/2018 1:43,1/01/2018 2:06,23
1,1,0.5,1,FALSE,164,107,1,5.5,0.5,0.5,1.35,0,0.3,8.15,1/01/2018 1:34,1/01/2018 1:39,5
2,1,0.71,1,FALSE,151,238,1,5,0.5,0.5,1.89,0,0.3,8.19,1/01/2018 1:18,1/01/2018 1:22,3
2,1,2.06,1,FALSE,48,137,2,13.5,0.5,0.5,0,0,0.3,14.8,1/01/2018 1:41,1/01/2018 2:02,20
1,1,4.9,1,FALSE,79,43,1,18,0.5,0.5,1,0,0.3,20.3,1/01/2018 1:54,1/01/2018 2:15,20
1,1,0.9,1,FALSE,237,236,2,5.5,0.5,0.5,0,0,0.3,6.8,1/01/2018 2:05,1/01/2018 2:10,4
2,1,1.86,1,FALSE,229,186,1,8,0.5,0.5,1.86,0,0.3,11.16,1/01/2018 2:39,1/01/2018 2:47,8
1,1,8.3,1,FALSE,87,263,1,25.5,0.5,0.5,0,0,0.3,26.8,1/01/2018 2:57,1/01/2018 3:17,19
1,4,1.7,1,FALSE,234,230,1,9,0.5,0.5,0,0,0.3,10.3,1/01/2018 2:12,1/01/2018 2:22,10
2,1,1.82,1,FALSE,25,195,1,8,0.5,0.5,1.86,0,0.3,11.16,1/01/2018 2:01,1/01/2018 2:08,7
2,1,1.19,1,FALSE,164,161,2,7.5,0.5,0.5,0,0,0.3,8.8,1/01/2018 2:30,1/01/2018 2:40,9
1,3,0.4,1,FALSE,233,137,2,4.5,0.5,0.5,0,0,0.3,5.8,1/01/2018 2:59,1/01/2018 3:03,4
2,2,4.98,1,FALSE,125,238,1,18.5,0.5,0.5,3.96,0,0.3,23.76,1/01/2018 2:28,1/01/2018 2:49,21
2,5,3.81,1,FALSE,79,262,1,14.5,0.5,0.5,3.16,0,0.3,18.96,1/01/2018 2:11,1/01/2018 2:28,16
2,2,9.74,1,FALSE,256,14,1,29,0.5,0.5,3.08,0,0.3,33.38,1/01/2018 2:36,1/01/2018 2:57,21
2,1,1.58,1,FALSE,226,226,1,7.5,0.5,0.5,1.76,0,0.3,10.56,1/01/2018 1:58,1/01/2018 2:06,8
2,1,1.25,1,FALSE,264,264,1,8,0.5,0.5,1.86,0,0.3,11.16,1/01/2018 2:39,1/01/2018 2:48,8
2,1,1.18,1,FALSE,79,211,1,6,0.5,0.5,1,0,0.3,8.3,1/01/2018 2:45,1/01/2018 2:50,5
1,1,2.7,1,FALSE,238,116,2,12.5,0.5,0.5,0,0,0.3,13.8,1/01/2018 2:02,1/01/2018 2:17,15
2,1,9.11,1,FALSE,238,200,1,26.5,0.5,0.5,6.09,2.64,0.3,36.53,1/01/2018 1:37,1/01/2018 1:55,18
1,2,1.6,1,FALSE,239,161,1,8,0.5,0.5,2.3,0,0.3,11.6,1/01/2018 2:07,1/01/2018 2:15,8
2,1,2.92,1,FALSE,230,263,2,11,0.5,0.5,0,0,0.3,12.3,1/01/2018 2:09,1/01/2018 2:21,11
2,6,4.55,1,FALSE,148,141,1,18,0.5,0.5,3.86,0,0.3,23.16,31/12/2017 21:21,1/01/2018 20:43,1401
1,1,2.3,1,FALSE,264,264,1,10.5,0.5,0.5,2.95,0,0.3,14.75,1/01/2018 2:53,1/01/2018 3:05,11
1,1,8.9,1,FALSE,48,243,1,28.5,0.5,0.5,0,0,0.3,29.8,1/01/2018 2:31,1/01/2018 2:54,23
2,1,5.09,1,FALSE,137,80,2,20,0.5,0.5,0,0,0.3,21.3,1/01/2018 2:30,1/01/2018 2:52,22
1,1,3.3,1,FALSE,48,79,1,17,0.5,0.5,5.45,0,0.3,23.75,1/01/2018 2:18,1/01/2018 2:42,24
1,2,9.9,1,FALSE,262,200,2,27.5,0.5,0.5,0,0,0.3,28.8,1/01/2018 3:31,1/01/2018 3:47,16
2,1,2.23,1,FALSE,48,239,1,9.5,0.5,0.5,2.16,0,0.3,12.96,1/01/2018 3:27,1/01/2018 3:37,9
2,2,4.81,1,FALSE,152,127,1,15,0.5,0.5,4.08,0,0.3,20.38,1/01/2018 3:58,1/01/2018 4:07,9
2,1,2.78,1,FALSE,90,148,1,12.5,0.5,0.5,1,0,0.3,14.8,1/01/2018 3:18,1/01/2018 3:35,17
1,1,7.7,1,FALSE,161,243,2,24.5,0.5,0.5,0,0,0.3,25.8,1/01/2018 3:06,1/01/2018 3:27,20
2,2,0.74,1,FALSE,164,170,1,5,0.5,0.5,1.26,0,0.3,7.56,1/01/2018 3:29,1/01/2018 3:34,5
2,1,3.61,1,FALSE,148,141,1,14,0.5,0.5,3.06,0,0.3,18.36,1/01/2018 2:54,1/01/2018 3:10,16
2,1,4.16,1,FALSE,142,41,1,15.5,0.5,0.5,2.8,0,0.3,19.6,1/01/2018 3:18,1/01/2018 3:34,16
2,2,5.89,1,FALSE,230,116,1,19,0.5,0.5,5.08,0,0.3,25.38,1/01/2018 3:27,1/01/2018 3:41,14
2,1,0.69,1,FALSE,148,79,2,5,0.5,0.5,0,0,0.3,6.3,1/01/2018 3:34,1/01/2018 3:39,4
1,1,3.1,1,FALSE,142,41,2,11,0.5,0.5,0,0,0.3,12.3,1/01/2018 3:33,1/01/2018 3:44,10
2,1,7.39,1,FALSE,48,255,1,25.5,0.5,0.5,0,0,0.3,26.8,1/01/2018 3:53,1/01/2018 4:20,26
1,1,0.8,1,FALSE,100,170,1,7,0.5,0.5,0.5,0,0.3,8.8,1/01/2018 3:13,1/01/2018 3:22,8
2,3,0.26,1,FALSE,74,74,2,4,0.5,0.5,0,0,0.3,5.3,1/01/2018 3:15,1/01/2018 3:18,3
2,4,2.19,1,FALSE,68,50,1,9.5,0.5,0.5,2.16,0,0.3,12.96,1/01/2018 3:22,1/01/2018 3:33,10
1,1,4.3,1,FALSE,186,87,1,16.5,0.5,0.5,5.3,0,0.3,23.1,1/01/2018 3:31,1/01/2018 3:50,18
1,2,7.2,1,FALSE,164,129,1,29,0.5,0.5,0,0,0.3,30.3,1/01/2018 3:02,1/01/2018 3:40,38
1,1,3.3,1,FALSE,48,79,2,13,0.5,0.5,0,0,0.3,14.3,1/01/2018 4:08,1/01/2018 4:23,14
2,5,9.85,1,FALSE,262,138,1,28,0.5,0.5,5,5.76,0.3,40.06,1/01/2018 4:03,1/01/2018 4:21,18
2,1,9.81,1,FALSE,68,223,2,32,0.5,0.5,0,0,0.3,33.3,1/01/2018 4:22,1/01/2018 5:04,41
2,3,8.7,1,FALSE,142,17,1,28.5,0.5,0.5,5.96,0,0.3,35.76,1/01/2018 4:39,1/01/2018 5:08,28
2,2,4.05,1,FALSE,162,24,1,13.5,0.5,0.5,3.7,0,0.3,18.5,1/01/2018 4:01,1/01/2018 4:13,12
2,1,4.63,1,FALSE,107,255,1,17,0.5,0.5,2.5,0,0.3,20.8,1/01/2018 4:22,1/01/2018 4:41,18
1,1,6.2,1,FALSE,249,74,1,20,0.5,0.5,4.25,0,0.3,25.55,1/01/2018 4:59,1/01/2018 5:19,20
2,1,1.38,1,FALSE,234,100,1,6.5,0.5,0.5,1.56,0,0.3,9.36,1/01/2018 4:04,1/01/2018 4:09,5
2,1,7.9,1,FALSE,234,80,1,27,0.5,0.5,5.66,0,0.3,33.96,1/01/2018 4:07,1/01/2018 4:34,26
2,5,5.98,1,FALSE,114,238,2,19,0.5,0.5,0,0,0.3,20.3,1/01/2018 4:21,1/01/2018 4:36,14
1,1,2.1,1,FALSE,170,68,1,8.5,0.5,0.5,1.95,0,0.3,11.75,1/01/2018 4:13,1/01/2018 4:21,7
1,1,5.3,1,FALSE,238,249,2,18,0.5,0.5,0,0,0.3,19.3,1/01/2018 5:44,1/01/2018 6:00,16
2,5,3.62,1,FALSE,137,75,1,12,0.5,0.5,0,0,0.3,13.3,1/01/2018 5:04,1/01/2018 5:14,9
2,1,2.37,1,FALSE,256,225,1,11.5,0.5,0.5,2.56,0,0.3,15.36,1/01/2018 5:28,1/01/2018 5:42,14
1,1,4.1,1,FALSE,140,7,1,14.5,0.5,0.5,0,0,0.3,15.8,1/01/2018 5:02,1/01/2018 5:15,12
1,0,5.5,1,FALSE,68,148,1,23,0.5,0.5,1.22,0,0.3,25.52,1/01/2018 5:10,1/01/2018 5:40,30
1,0,18.3,2,FALSE,132,79,1,52,0,0.5,4.2,0,0.3,57,1/01/2018 5:35,1/01/2018 6:02,26
2,5,1.35,1,FALSE,4,90,2,6.5,0,0.5,0,0,0.3,7.3,1/01/2018 6:35,1/01/2018 6:40,5
2,2,1.27,1,FALSE,224,249,2,7,0,0.5,0,0,0.3,7.8,1/01/2018 6:04,1/01/2018 6:10,5
1,1,1.5,1,FALSE,41,42,2,6.5,0,0.5,0,0,0.3,7.3,1/01/2018 6:17,1/01/2018 6:22,4
2,1,1.84,1,FALSE,90,137,1,8,0,0.5,1,0,0.3,9.8,1/01/2018 6:46,1/01/2018 6:52,6
1,1,12,1,FALSE,79,241,1,33,0,0.5,2,0,0.3,35.8,1/01/2018 6:10,1/01/2018 6:29,19
2,1,1.23,1,FALSE,74,74,2,7,0,0.5,0,0,0.3,7.8,1/01/2018 7:00,1/01/2018 7:07,7
1,1,18.7,1,FALSE,132,21,1,50.5,0,0.5,10,0,0.3,61.3,1/01/2018 7:45,1/01/2018 8:11,25
2,2,1.86,1,FALSE,79,186,1,8.5,0,0.5,1.86,0,0.3,11.16,1/01/2018 7:40,1/01/2018 7:48,8
2,1,3.48,1,FALSE,107,236,2,11.5,0,0.5,0,0,0.3,12.3,1/01/2018 7:31,1/01/2018 7:41,9
2,1,1.63,1,FALSE,230,186,1,9,0,0.5,2.94,0,0.3,12.74,1/01/2018 8:25,1/01/2018 8:35,10
1,1,1.3,1,FALSE,238,142,1,7.5,0,0.5,1.65,0,0.3,9.95,1/01/2018 8:04,1/01/2018 8:11,7
2,2,0.62,1,FALSE,173,173,2,4,0,0.5,0,0,0.3,4.8,1/01/2018 8:08,1/01/2018 8:10,1
2,1,1.83,1,FALSE,162,186,1,7.5,0,0.5,2.08,0,0.3,10.38,1/01/2018 8:32,1/01/2018 8:38,5
2,1,3.83,1,FALSE,230,232,2,14.5,0,0.5,0,0,0.3,15.3,1/01/2018 8:17,1/01/2018 8:34,17
2,1,2.27,1,FALSE,140,142,1,9.5,0,0.5,2.06,0,0.3,12.36,1/01/2018 9:16,1/01/2018 9:26,10
2,1,1.94,1,FALSE,68,50,1,8,0,0.5,1,0,0.3,9.8,1/01/2018 9:08,1/01/2018 9:15,6
2,6,7.15,1,FALSE,50,243,1,21,0,0.5,3,0,0.3,24.8,1/01/2018 9:00,1/01/2018 9:12,12
2,1,0.77,1,FALSE,230,161,1,4.5,0,0.5,1.32,0,0.3,6.62,1/01/2018 9:34,1/01/2018 9:37,3
2,1,1.89,1,FALSE,263,237,2,7,0,0.5,0,0,0.3,7.8,1/01/2018 9:13,1/01/2018 9:17,4
2,2,2.21,1,FALSE,249,12,1,9.5,0,0.5,0,0,0.3,10.3,1/01/2018 9:37,1/01/2018 9:45,8
2,1,1.65,1,FALSE,161,50,2,8,0,0.5,0,0,0.3,8.8,1/01/2018 9:48,1/01/2018 9:58,9
2,1,0.98,1,FALSE,141,263,2,5,0,0.5,0,0,0.3,5.8,1/01/2018 10:18,1/01/2018 10:20,2
1,2,0.8,1,FALSE,162,162,1,5,0,0.5,1.45,0,0.3,7.25,1/01/2018 10:05,1/01/2018 10:08,3
1,1,1,1,FALSE,237,161,2,6,0,0.5,0,0,0.3,6.8,1/01/2018 10:36,1/01/2018 10:42,5
2,4,1.23,1,FALSE,186,233,1,6.5,0,0.5,1,0,0.3,8.3,1/01/2018 10:09,1/01/2018 10:15,6
2,1,1.61,1,FALSE,143,100,2,7.5,0,0.5,0,0,0.3,8.3,1/01/2018 10:51,1/01/2018 10:58,7
2,2,19.49,2,FALSE,132,140,1,52,0,0.5,5,5.54,0.3,63.34,1/01/2018 9:58,1/01/2018 10:26,27
2,1,11.88,1,FALSE,186,138,1,33.5,0,0.5,10.02,5.76,0.3,50.08,1/01/2018 10:01,1/01/2018 10:21,20
1,1,18.2,1,FALSE,132,178,1,50,0,0.5,5.08,0,0.3,55.88,1/01/2018 10:17,1/01/2018 10:49,31
1,0,3,1,FALSE,148,186,1,11.5,0,0.5,3.65,0,0.3,15.95,1/01/2018 10:14,1/01/2018 10:25,10
2,1,2.28,1,FALSE,143,68,2,9.5,0,0.5,0,0,0.3,10.3,1/01/2018 11:16,1/01/2018 11:25,8
2,3,8.2,1,FALSE,138,137,2,23.5,0,0.5,0,5.76,0.3,30.06,1/01/2018 11:28,1/01/2018 11:43,14
1,1,2.2,1,FALSE,211,12,1,9.5,0,0.5,3.05,0,0.3,13.35,1/01/2018 11:52,1/01/2018 12:01,9
2,1,0.38,1,FALSE,262,262,2,3,0,0.5,0,0,0.3,3.8,1/01/2018 11:52,1/01/2018 11:53,1
2,3,2.86,1,FALSE,148,186,2,11,0,0.5,0,0,0.3,11.8,1/01/2018 11:35,1/01/2018 11:46,10
1,1,1.5,1,FALSE,158,148,2,8.5,0,0.5,0,0,0.3,9.3,1/01/2018 11:46,1/01/2018 11:56,9
1,1,5,1,FALSE,68,255,2,19,0,0.5,0,0,0.3,19.8,1/01/2018 11:49,1/01/2018 12:11,22
2,1,1.45,1,FALSE,142,186,1,7,0,0.5,1.95,0,0.3,9.75,1/01/2018 11:16,1/01/2018 11:22,6
2,3,1.54,1,FALSE,237,236,1,6,0,0.5,1.7,0,0.3,8.5,1/01/2018 11:57,1/01/2018 12:01,3
2,1,9.67,1,FALSE,164,138,2,30.5,0,0.5,0,0,0.3,31.3,1/01/2018 11:05,1/01/2018 11:35,29
1,1,1.3,1,FALSE,186,230,2,7,0,0.5,0,0,0.3,7.8,1/01/2018 11:55,1/01/2018 12:02,6
2,1,17.55,2,FALSE,230,132,1,52,0,0.5,14.64,5.76,0.3,73.2,1/01/2018 11:34,1/01/2018 12:04,30
2,1,2.63,1,FALSE,68,162,1,10.5,0,0.5,1.13,0,0.3,12.43,1/01/2018 11:38,1/01/2018 11:49,10
1,2,4,1,FALSE,74,170,2,13.5,0,0.5,0,0,0.3,14.3,1/01/2018 12:59,1/01/2018 13:11,12
2,1,11.53,1,FALSE,79,93,1,35,0,0.5,10,0,0.3,45.8,1/01/2018 12:22,1/01/2018 12:46,24
2,1,2.23,1,FALSE,162,234,1,8.5,0,0.5,1.86,0,0.3,11.16,1/01/2018 12:20,1/01/2018 12:28,7
1,2,1.8,1,FALSE,141,263,2,8,0,0.5,0,0,0.3,8.8,1/01/2018 12:38,1/01/2018 12:45,7
2,1,0.77,1,FALSE,262,140,2,5,0,0.5,0,0,0.3,5.8,1/01/2018 12:36,1/01/2018 12:39,3
2,6,5.96,1,FALSE,141,209,1,18.5,0,0.5,3,0,0.3,22.3,1/01/2018 12:43,1/01/2018 12:55,12
1,1,1.1,1,FALSE,68,249,1,5.5,0,0.5,1.85,0,0.3,8.15,1/01/2018 12:27,1/01/2018 12:32,4
2,2,2.06,1,FALSE,79,161,1,9.5,0,0.5,1.5,0,0.3,11.8,1/01/2018 12:24,1/01/2018 12:33,9
1,2,0.9,1,FALSE,161,163,1,7,0,0.5,1.55,0,0.3,9.35,1/01/2018 12:17,1/01/2018 12:25,8
1,1,0.7,1,FALSE,140,263,1,4.5,0,0.5,1.05,0,0.3,6.35,1/01/2018 12:33,1/01/2018 12:36,3
1,1,2.7,1,FALSE,48,151,1,12,0,0.5,1.54,0,0.3,14.34,1/01/2018 12:21,1/01/2018 12:35,13
2,1,0.9,1,FALSE,163,142,1,5,0,0.5,1,0,0.3,6.8,1/01/2018 12:24,1/01/2018 12:28,3
2,1,0.73,1,FALSE,161,163,2,4.5,0,0.5,0,0,0.3,5.3,1/01/2018 12:04,1/01/2018 12:07,3
2,1,0.83,1,FALSE,230,48,1,5,0,0.5,1.16,0,0.3,6.96,1/01/2018 12:25,1/01/2018 12:28,2
2,5,2.09,1,FALSE,141,233,1,9.5,0,0.5,3.09,0,0.3,13.39,1/01/2018 12:01,1/01/2018 12:10,9
2,1,3,1,FALSE,237,234,1,14,0,0.5,1.48,0,0.3,18.23,1/01/2018 12:19,1/01/2018 12:38,19
1,2,1.9,1,FALSE,162,142,1,9,0,0.5,1.95,0,0.3,11.75,1/01/2018 13:03,1/01/2018 13:13,9
2,2,3.14,1,FALSE,231,100,2,12.5,0,0.5,0,0,0.3,13.3,1/01/2018 13:17,1/01/2018 13:30,13
1,0,1.1,1,FALSE,141,236,2,6,0,0.5,0,0,0.3,6.8,1/01/2018 13:59,1/01/2018 14:04,4
1,3,3.7,1,FALSE,263,100,2,15.5,0,0.5,0,0,0.3,16.3,1/01/2018 13:59,1/01/2018 14:18,18
1,3,0.8,1,FALSE,142,50,1,5,0,0.5,5,0,0.3,10.8,1/01/2018 13:30,1/01/2018 13:34,4
2,6,1.58,1,FALSE,141,75,1,7.5,0,0.5,1.66,0,0.3,9.96,1/01/2018 13:28,1/01/2018 13:35,7
2,1,39.4,2,FALSE,132,132,2,52,0,0.5,0,5.76,0.3,58.56,1/01/2018 13:49,1/01/2018 16:16,147
1,3,18,2,FALSE,132,186,1,52,0,0.5,0,5.76,0.3,58.56,1/01/2018 13:30,1/01/2018 14:04,33
2,1,7.47,1,FALSE,74,129,2,23,0,0.5,0,5.76,0.3,29.56,1/01/2018 13:12,1/01/2018 13:30,17
2,5,4.3,1,FALSE,186,75,1,15,0,0.5,3.16,0,0.3,18.96,1/01/2018 13:41,1/01/2018 13:56,14
1,1,2,1,FALSE,237,143,1,11,0,0.5,2.35,0,0.3,14.15,1/01/2018 13:03,1/01/2018 13:16,13
2,1,16.4,1,FALSE,239,138,1,44,0,0.5,10.11,5.76,0.3,60.67,1/01/2018 13:17,1/01/2018 13:42,25
2,1,3.04,1,FALSE,161,211,2,12.5,0,0.5,0,0,0.3,13.3,1/01/2018 13:25,1/01/2018 13:38,13
2,3,0.59,1,FALSE,237,237,1,4,0,0.5,0.96,0,0.3,5.76,1/01/2018 13:50,1/01/2018 13:51,1
2,1,0.73,1,FALSE,234,113,1,4.5,0,0.5,1.06,0,0.3,6.36,1/01/2018 13:53,1/01/2018 13:56,2
2,1,0.95,1,FALSE,229,233,2,5,0,0.5,0,0,0.3,5.8,1/01/2018 14:39,1/01/2018 14:43,4
2,2,0.97,1,FALSE,238,239,1,6.5,0,0.5,1.1,0,0.3,8.4,1/01/2018 14:07,1/01/2018 14:13,5
2,1,3.03,1,FALSE,164,239,1,13.5,0,0.5,2.86,0,0.3,17.16,1/01/2018 14:08,1/01/2018 14:25,16
1,1,2,1,FALSE,236,238,1,9,0,0.5,1.95,0,0.3,11.75,1/01/2018 14:50,1/01/2018 15:00,10
1,1,7.1,1,FALSE,170,97,1,23,0,0.5,4.75,0,0.3,28.55,1/01/2018 14:39,1/01/2018 14:57,18
2,1,9.04,1,FALSE,138,263,1,28,0,0.5,8.64,5.76,0.3,43.2,1/01/2018 14:27,1/01/2018 14:49,21
2,2,0.99,1,FALSE,113,224,1,6,0,0.5,1.36,0,0.3,8.16,1/01/2018 14:38,1/01/2018 14:44,5
2,5,1.17,1,FALSE,249,79,1,7.5,0,0.5,1.66,0,0.3,9.96,1/01/2018 14:18,1/01/2018 14:28,9
1,2,0.7,1,FALSE,114,114,2,5,0,0.5,0,0,0.3,5.8,1/01/2018 14:46,1/01/2018 14:50,3
2,2,3.62,1,FALSE,234,143,2,13,0,0.5,0,0,0.3,13.8,1/01/2018 14:28,1/01/2018 14:40,12
1,2,17.7,2,FALSE,132,161,1,52,0,0.5,3,5.76,0.3,61.56,1/01/2018 14:53,1/01/2018 15:31,37
2,1,5.83,1,FALSE,142,261,2,22.5,0,0.5,0,0,0.3,23.3,1/01/2018 14:34,1/01/2018 15:00,26
2,1,1.86,1,FALSE,144,107,1,8,0,0.5,1.76,0,0.3,10.56,1/01/2018 14:16,1/01/2018 14:24,7
2,1,7.69,1,FALSE,132,95,2,24.5,0,0.5,0,0,0.3,25.3,1/01/2018 14:11,1/01/2018 14:32,21
1,1,1.6,1,FALSE,100,162,2,10,0,0.5,0,0,0.3,10.8,1/01/2018 14:32,1/01/2018 14:45,12
1,1,3.3,1,FALSE,226,223,1,13,0,0.5,2.75,0,0.3,16.55,1/01/2018 14:20,1/01/2018 14:34,13
1,1,1.5,1,FALSE,229,164,1,10,0,0.5,3.2,0,0.3,14,1/01/2018 14:46,1/01/2018 14:59,12
1,1,2.6,1,FALSE,238,42,2,10,0,0.5,0,0,0.3,10.8,1/01/2018 15:47,1/01/2018 15:57,10
2,3,1.09,1,FALSE,107,79,1,5.5,0,0.5,1.26,0,0.3,7.56,1/01/2018 15:26,1/01/2018 15:30,4
1,1,1.2,1,FALSE,234,249,1,7,0,0.5,1.95,0,0.3,9.75,1/01/2018 15:24,1/01/2018 15:31,7
2,4,1.61,1,FALSE,230,50,1,8,0,0.5,2.2,0,0.3,11,1/01/2018 15:33,1/01/2018 15:42,9
1,1,2.1,1,FALSE,186,224,1,9.5,0,0.5,2,0,0.3,12.3,1/01/2018 15:44,1/01/2018 15:54,10
2,1,5.81,1,FALSE,41,107,1,21.5,0,0.5,4.46,0,0.3,26.76,1/01/2018 15:14,1/01/2018 15:38,23
2,2,4.11,1,FALSE,186,151,1,14,0,0.5,2.96,0,0.3,17.76,1/01/2018 15:56,1/01/2018 16:10,13
1,1,2.2,1,FALSE,68,211,1,8.5,0,0.5,1.85,0,0.3,11.15,1/01/2018 15:20,1/01/2018 15:27,7
2,1,2.4,1,FALSE,161,262,1,12,0,0.5,1.92,0,0.3,14.72,1/01/2018 15:19,1/01/2018 15:33,14
1,4,6.7,1,FALSE,162,25,2,23,0,0.5,0,0,0.3,23.8,1/01/2018 15:58,1/01/2018 16:21,23
1,3,2.6,1,FALSE,114,161,2,11,0,0.5,0,0,0.3,11.8,1/01/2018 15:32,1/01/2018 15:43,11
1,1,6.7,1,FALSE,162,261,2,22,0,0.5,0,0,0.3,22.8,1/01/2018 15:20,1/01/2018 15:39,19
